source,consumer_type,consumption_band,tax,iso2,period,metric_type,value,is_flagged
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2011-S1,Electricity price (EUR per KWH),0.2922,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2011-S2,Electricity price (EUR per KWH),0.294,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2012-S1,Electricity price (EUR per KWH),0.2926,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2012-S2,Electricity price (EUR per KWH),0.3043,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2013-S1,Electricity price (EUR per KWH),0.3172,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2013-S2,Electricity price (EUR per KWH),0.318,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2014-S1,Electricity price (EUR per KWH),0.3267,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2014-S2,Electricity price (EUR per KWH),0.3277,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2015-S1,Electricity price (EUR per KWH),0.3363,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2015-S2,Electricity price (EUR per KWH),0.3354,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2016-S1,Electricity price (EUR per KWH),0.3419,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2016-S2,Electricity price (EUR per KWH),0.3442,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2017-S1,Electricity price (EUR per KWH),0.3534,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2017-S2,Electricity price (EUR per KWH),0.3443,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2018-S1,Electricity price (EUR per KWH),0.3671,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2018-S2,Electricity price (EUR per KWH),0.3832,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2019-S1,Electricity price (EUR per KWH),0.4063,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2019-S2,Electricity price (EUR per KWH),0.387,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2020-S1,Electricity price (EUR per KWH),0.3967,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2020-S2,Electricity price (EUR per KWH),0.3878,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2021-S1,Electricity price (EUR per KWH),0.3896,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2021-S2,Electricity price (EUR per KWH),0.3855,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2022-S1,Electricity price (EUR per KWH),0.4019,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2022-S2,Electricity price (EUR per KWH),0.4096,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2023-S1,Electricity price (EUR per KWH),0.4399,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2023-S2,Electricity price (EUR per KWH),0.434,
Eurostat,Household,KWH_LT1000,I_TAX,EU27_2020,2024-S1,Electricity price (EUR per KWH),0.4564,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2007-S2,Electricity price (EUR per KWH),0.2038,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2008-S1,Electricity price (EUR per KWH),0.2149,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2008-S2,Electricity price (EUR per KWH),0.2267,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2009-S1,Electricity price (EUR per KWH),0.2429,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2009-S2,Electricity price (EUR per KWH),0.2465,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2010-S1,Electricity price (EUR per KWH),0.2505,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2010-S2,Electricity price (EUR per KWH),0.2585,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2011-S1,Electricity price (EUR per KWH),0.279,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2011-S2,Electricity price (EUR per KWH),0.286,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2012-S1,Electricity price (EUR per KWH),0.2851,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2012-S2,Electricity price (EUR per KWH),0.292,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2013-S1,Electricity price (EUR per KWH),0.2949,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2013-S2,Electricity price (EUR per KWH),0.298,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2014-S1,Electricity price (EUR per KWH),0.2967,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2014-S2,Electricity price (EUR per KWH),0.2989,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2015-S1,Electricity price (EUR per KWH),0.3039,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2015-S2,Electricity price (EUR per KWH),0.3016,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2016-S1,Electricity price (EUR per KWH),0.3091,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2016-S2,Electricity price (EUR per KWH),0.3156,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2017-S1,Electricity price (EUR per KWH),0.3352,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2017-S2,Electricity price (EUR per KWH),0.3412,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2018-S1,Electricity price (EUR per KWH),0.3446,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2018-S2,Electricity price (EUR per KWH),0.3642,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2019-S1,Electricity price (EUR per KWH),0.3712,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2019-S2,Electricity price (EUR per KWH),0.377,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2020-S1,Electricity price (EUR per KWH),0.3657,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2020-S2,Electricity price (EUR per KWH),0.374,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2021-S1,Electricity price (EUR per KWH),0.3684,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2021-S2,Electricity price (EUR per KWH),0.3733,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2022-S1,Electricity price (EUR per KWH),0.3852,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2022-S2,Electricity price (EUR per KWH),0.4494,e
Eurostat,Household,KWH_LT1000,I_TAX,FI,2023-S1,Electricity price (EUR per KWH),0.4409,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2023-S2,Electricity price (EUR per KWH),0.4127,
Eurostat,Household,KWH_LT1000,I_TAX,FI,2024-S1,Electricity price (EUR per KWH),0.4226,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2007-S2,Electricity price (EUR per KWH),0.2312,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2008-S1,Electricity price (EUR per KWH),0.232,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2008-S2,Electricity price (EUR per KWH),0.229,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2009-S1,Electricity price (EUR per KWH),0.2169,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2009-S2,Electricity price (EUR per KWH),0.2361,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2010-S1,Electricity price (EUR per KWH),0.2276,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2010-S2,Electricity price (EUR per KWH),0.2397,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2011-S1,Electricity price (EUR per KWH),0.2422,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2011-S2,Electricity price (EUR per KWH),0.2465,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2012-S1,Electricity price (EUR per KWH),0.2411,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2012-S2,Electricity price (EUR per KWH),0.2604,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2013-S1,Electricity price (EUR per KWH),0.2828,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2013-S2,Electricity price (EUR per KWH),0.2809,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2014-S1,Electricity price (EUR per KWH),0.2678,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2014-S2,Electricity price (EUR per KWH),0.2821,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2015-S1,Electricity price (EUR per KWH),0.287,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2015-S2,Electricity price (EUR per KWH),0.285,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2016-S1,Electricity price (EUR per KWH),0.2821,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2016-S2,Electricity price (EUR per KWH),0.2945,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2017-S1,Electricity price (EUR per KWH),0.3203,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2017-S2,Electricity price (EUR per KWH),0.3008,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2018-S1,Electricity price (EUR per KWH),0.3468,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2018-S2,Electricity price (EUR per KWH),0.4245,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2019-S1,Electricity price (EUR per KWH),0.3473,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2019-S2,Electricity price (EUR per KWH),0.3792,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2020-S1,Electricity price (EUR per KWH),0.4061,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2020-S2,Electricity price (EUR per KWH),0.4395,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2021-S1,Electricity price (EUR per KWH),0.3939,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2021-S2,Electricity price (EUR per KWH),0.4236,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2022-S1,Electricity price (EUR per KWH),0.4338,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2022-S2,Electricity price (EUR per KWH),0.426,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2023-S1,Electricity price (EUR per KWH),0.4355,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2023-S2,Electricity price (EUR per KWH),0.5117,
Eurostat,Household,KWH_LT1000,I_TAX,FR,2024-S1,Electricity price (EUR per KWH),0.4784,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2018-S1,Electricity price (EUR per KWH),0.0593,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2018-S2,Electricity price (EUR per KWH),0.057,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2019-S1,Electricity price (EUR per KWH),0.0574,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2019-S2,Electricity price (EUR per KWH),0.0465,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2020-S1,Electricity price (EUR per KWH),0.0507,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2020-S2,Electricity price (EUR per KWH),0.0421,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2021-S1,Electricity price (EUR per KWH),0.0507,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2021-S2,Electricity price (EUR per KWH),0.0523,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2022-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2022-S2,Electricity price (EUR per KWH),0.0746,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2023-S1,Electricity price (EUR per KWH),0.0766,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2023-S2,Electricity price (EUR per KWH),0.0696,
Eurostat,Household,KWH_LT1000,I_TAX,GE,2024-S1,Electricity price (EUR per KWH),0.0526,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2007-S1,Electricity price (EUR per KWH),0.1481,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2007-S2,Electricity price (EUR per KWH),0.1831,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2008-S1,Electricity price (EUR per KWH),0.1967,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2008-S2,Electricity price (EUR per KWH),0.2076,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2009-S1,Electricity price (EUR per KWH),0.2059,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2009-S2,Electricity price (EUR per KWH),0.1877,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2010-S1,Electricity price (EUR per KWH),0.1896,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2010-S2,Electricity price (EUR per KWH),0.1836,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2011-S1,Electricity price (EUR per KWH),0.1822,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2011-S2,Electricity price (EUR per KWH),0.1928,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2012-S1,Electricity price (EUR per KWH),0.2229,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2012-S2,Electricity price (EUR per KWH),0.231,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2013-S1,Electricity price (EUR per KWH),0.2386,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2013-S2,Electricity price (EUR per KWH),0.2175,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2014-S1,Electricity price (EUR per KWH),0.2286,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2014-S2,Electricity price (EUR per KWH),0.2092,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2015-S1,Electricity price (EUR per KWH),0.2156,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2015-S2,Electricity price (EUR per KWH),0.2046,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2016-S1,Electricity price (EUR per KWH),0.2266,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2016-S2,Electricity price (EUR per KWH),0.2089,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2017-S1,Electricity price (EUR per KWH),0.2035,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2017-S2,Electricity price (EUR per KWH),0.1966,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2018-S1,Electricity price (EUR per KWH),0.2176,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2018-S2,Electricity price (EUR per KWH),0.2098,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2019-S1,Electricity price (EUR per KWH),0.2182,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2019-S2,Electricity price (EUR per KWH),0.2035,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2020-S1,Electricity price (EUR per KWH),0.2082,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2020-S2,Electricity price (EUR per KWH),0.2147,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2021-S1,Electricity price (EUR per KWH),0.2024,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2021-S2,Electricity price (EUR per KWH),0.1986,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2022-S1,Electricity price (EUR per KWH),0.2349,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2022-S2,Electricity price (EUR per KWH),0.2312,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2023-S1,Electricity price (EUR per KWH),0.2462,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2023-S2,Electricity price (EUR per KWH),0.2343,
Eurostat,Household,KWH_LT1000,I_TAX,HR,2024-S1,Electricity price (EUR per KWH),0.2349,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2007-S2,Electricity price (EUR per KWH),0.1503,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2008-S1,Electricity price (EUR per KWH),0.1616,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2008-S2,Electricity price (EUR per KWH),0.1589,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2009-S1,Electricity price (EUR per KWH),0.1411,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2009-S2,Electricity price (EUR per KWH),0.1816,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2010-S1,Electricity price (EUR per KWH),0.1973,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2010-S2,Electricity price (EUR per KWH),0.178,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2011-S1,Electricity price (EUR per KWH),0.1887,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2011-S2,Electricity price (EUR per KWH),0.1805,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2012-S1,Electricity price (EUR per KWH),0.1693,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2012-S2,Electricity price (EUR per KWH),0.1778,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2013-S1,Electricity price (EUR per KWH),0.1572,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2013-S2,Electricity price (EUR per KWH),0.15,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2014-S1,Electricity price (EUR per KWH),0.1369,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2014-S2,Electricity price (EUR per KWH),0.1327,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2015-S1,Electricity price (EUR per KWH),0.128,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2015-S2,Electricity price (EUR per KWH),0.1289,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2016-S1,Electricity price (EUR per KWH),0.1262,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2016-S2,Electricity price (EUR per KWH),0.1283,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2017-S1,Electricity price (EUR per KWH),0.1274,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2017-S2,Electricity price (EUR per KWH),0.1297,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2018-S1,Electricity price (EUR per KWH),0.1182,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2018-S2,Electricity price (EUR per KWH),0.1158,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2019-S1,Electricity price (EUR per KWH),0.1162,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2019-S2,Electricity price (EUR per KWH),0.1145,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2020-S1,Electricity price (EUR per KWH),0.1056,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2020-S2,Electricity price (EUR per KWH),0.1046,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2021-S1,Electricity price (EUR per KWH),0.0978,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2021-S2,Electricity price (EUR per KWH),0.1033,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2022-S1,Electricity price (EUR per KWH),0.0957,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2022-S2,Electricity price (EUR per KWH),0.0808,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2023-S1,Electricity price (EUR per KWH),0.0864,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2023-S2,Electricity price (EUR per KWH),0.0825,
Eurostat,Household,KWH_LT1000,I_TAX,HU,2024-S1,Electricity price (EUR per KWH),0.0993,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2007-S2,Electricity price (EUR per KWH),0.4575,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2008-S1,Electricity price (EUR per KWH),0.4448,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2008-S2,Electricity price (EUR per KWH),0.4878,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2009-S1,Electricity price (EUR per KWH),0.433,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2009-S2,Electricity price (EUR per KWH),0.4162,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2010-S1,Electricity price (EUR per KWH),0.4034,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2010-S2,Electricity price (EUR per KWH),0.4386,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2011-S1,Electricity price (EUR per KWH),0.4262,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2011-S2,Electricity price (EUR per KWH),0.5294,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2012-S1,Electricity price (EUR per KWH),0.5466,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2012-S2,Electricity price (EUR per KWH),0.5901,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2013-S1,Electricity price (EUR per KWH),0.6076,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2013-S2,Electricity price (EUR per KWH),0.6414,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2014-S1,Electricity price (EUR per KWH),0.6475,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2014-S2,Electricity price (EUR per KWH),0.665,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2015-S1,Electricity price (EUR per KWH),0.697,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2015-S2,Electricity price (EUR per KWH),0.481,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2016-S1,Electricity price (EUR per KWH),0.4091,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2016-S2,Electricity price (EUR per KWH),0.4433,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2017-S1,Electricity price (EUR per KWH),0.4151,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2017-S2,Electricity price (EUR per KWH),0.4176,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2018-S1,Electricity price (EUR per KWH),0.3842,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2018-S2,Electricity price (EUR per KWH),0.3885,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2019-S1,Electricity price (EUR per KWH),0.3634,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2019-S2,Electricity price (EUR per KWH),0.4117,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2020-S1,Electricity price (EUR per KWH),0.336,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2020-S2,Electricity price (EUR per KWH),0.4031,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2021-S1,Electricity price (EUR per KWH),0.4768,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2021-S2,Electricity price (EUR per KWH),0.4213,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2022-S1,Electricity price (EUR per KWH),0.2248,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2022-S2,Electricity price (EUR per KWH),0.3034,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2023-S1,Electricity price (EUR per KWH),0.133,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2023-S2,Electricity price (EUR per KWH),0.3857,
Eurostat,Household,KWH_LT1000,I_TAX,IE,2024-S1,Electricity price (EUR per KWH),0.2979,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2012-S1,Electricity price (EUR per KWH),0.2015,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2012-S2,Electricity price (EUR per KWH),0.2101,
Eurostat,Household,KWH_LT1000,I_TAX,IS,2013-S1,Electricity price (EUR per KWH),0.3111,
